 870  25.2 285.9      MRC43
 871  88.2  75.8      MRF11
 872  91.0  61.7      MRF12
 873  75.7  83.1      MRF21
 874  76.7  67.9      MRF22
 875  79.9  53.5      MRF23
 876  64.0  73.7      MRF31
 877  65.7  57.7      MRF32
 878  70.0  42.8      MRF33
 879  74.0  29.0      MRF34
 880  51.9  81.6      MRF41
 881  53.2  62.7      MRF42
 882  56.8  44.0      MRF43
 883  58.9  28.0      MRF44
 884  66.7  13.3      MRF45
 885  40.8  68.7      MRF51
 886  44.3  47.9      MRF52
 887  75.2 277.5      MRO11
 888  74.0 295.5      MRO12
 889  87.1 286.4      MRO21
 890  87.0 302.7      MRO22
 891 100.5 277.1      MRO31
 892  99.5 293.6      MRO32
 893 100.0 309.5      MRO33
 894 111.5 285.5      MRO41
 895 111.8 301.4      MRO42
 896 113.2 317.1      MRO43
 897  37.7 293.4      MRP11
 898  45.5 313.1      MRP12
 899  45.4 332.1      MRP13
 900  49.8 279.1      MRP21
 901  51.0 296.3      MRP22
 902  62.5 286.9      MRP31
 903  61.7 305.4      MRP32
 904  58.3 321.7      MRP33
 905  59.5 339.2      MRP34
 906  85.1  40.0      MRT11
 907  82.2  17.4      MRT12
 908  77.6   1.1      MRT13
 909  74.7 344.7      MRT14
 910  72.5 327.9      MRT15
 911  73.7 312.2      MRT16
 912  97.1  48.5      MRT21
 913  94.5  28.6      MRT22
 914  93.2   6.3      MRT23
 915  89.9 350.8      MRT24
 916  87.3 335.3      MRT25
 917  86.5 318.7      MRT26
 918 107.0  36.8      MRT31
 919 104.1  16.9      MRT32
 920 104.3 358.4      MRT33
 921 101.7 342.3      MRT34
 922 100.1 325.7      MRT35
 923 116.8  24.9      MRT41
 924 116.1   7.2      MRT42
 925 115.1 350.4      MRT43
 926 112.9 334.6      MRT44
 927  13.8  89.5      MZC01
 928  11.9 270.6      MZC02
 929  87.4  90.0      MZF01
 930  63.2  89.8      MZF02
 931  39.4  89.9      MZF03
 932  86.9 270.1      MZO01
 933 110.6 270.3      MZO02
 934  36.7 270.0      MZP01
 935  61.3 270.4      MZP02
 936   0.0   0.0      nk17d
 937   0.0   0.0      nk17a
 938  26.0   0.0      nk18x
 939  26.0   0.0      nk18z
 940  28.9  63.3      nk11x
 941  28.9  63.3      nk11z
 942  28.9 116.7      nk10x
 943  28.9 116.7      nk10z
 944  26.0 180.0      nk16x
 945  26.0 180.0      nk16z
 946  28.9 243.3      nk23x
 947  28.9 243.3      nk23z
 948  28.9 296.7      nk24x
 949  28.9 296.7      nk24z
 950  52.0   0.0      nk19x
 951  52.0   0.0      nk19z
 952  46.8  33.5      nk12d
 953  46.8  33.5      nk12a
 954  57.7  63.2      nk06x
 955  57.7  63.2      nk06z
 956   0.0  90.0      nk05d
 957   0.0  90.0      nk05a
 958  57.7 116.8      nk04x
 959  57.7 116.8      nk04z
